标题,品牌,详情链接,城市,购买年份,里程,过户次数,原价,售价
蒙迪欧-致胜 2012款 2.0T GTDi240旗舰运动版,福特,https://www.dongchedi.com/usedcar/18386632,北京,2013年 , 13.60万公里,1,25.68万,1.88万
星越L 2024款 2.0TD 高功自动两驱云起版,吉利汽车,https://www.dongchedi.com/usedcar/18352430,郑州,2024年 , 0.69万公里,0,15.77万,12.86万
迈腾 2017款 330TSI DSG 领先型,大众,https://www.dongchedi.com/usedcar/18321204,济南,2017年 , 7.58万公里,1,21.99万,7.98万
瑞虎5x 2022款 超级英雄版 1.5L CVT时尚型,奇瑞,https://www.dongchedi.com/usedcar/18219423,青岛,2022年 , 1.41万公里,0,8.59万,5.58万
克蒂圣姆峰 2021款 2.0T 圣姆峰MH7 7座版,克蒂汽车,https://www.dongchedi.com/usedcar/18149025,北京,2021年 , 5.50万公里,0,138.00万,49.80万
荣威RX5 2021款 PLUS 330TGI 自动国潮智享版,荣威,https://www.dongchedi.com/usedcar/18131807,邯郸,2022年 , 4.61万公里,1,12.28万,6.48万
英朗 2021款 改款 典范 1.5L 自动精英型,别克,https://www.dongchedi.com/usedcar/18117686,石家庄,2021年 , 4.98万公里,1,12.59万,5.60万
凯迪拉克ATS-L 2017款 28T 时尚型,凯迪拉克,https://www.dongchedi.com/usedcar/18100820,上海,2017年 , 4万公里,0,29.38万,6.99万
奥迪A4L 2019款 40 TFSI 运动型 国VI,奥迪,https://www.dongchedi.com/usedcar/18055683,台州,2019年 , 4.14万公里,1,36.28万,14.58万
凯美瑞 2013款 200E 经典精英版,丰田,https://www.dongchedi.com/usedcar/18054859,合肥,2014年 , 9.92万公里,0,18.28万,3.58万
哈弗M6 2021款 PLUS 1.5T 手动精英智联型,哈弗,https://www.dongchedi.com/usedcar/18005746,济南,2023年 , 2.46万公里,0,7.19万,4.38万
宝马5系 2012款 523Li 领先型,宝马,https://www.dongchedi.com/usedcar/17795423,深圳,2011年 , 14万公里,0,45.96万,5.20万
缤瑞 2021款 1.4T CVT  F-运动版,吉利汽车,https://www.dongchedi.com/usedcar/18490003,宁波,2021年 , 4.89万公里,0,9.18万,3.35万
途观 2012款 1.8TSI 自动两驱菁英版,大众,https://www.dongchedi.com/usedcar/18483895,惠州,2012年 , 22万公里,0,25.48万,2.98万
悦动 2020款 1.6L 自动悦值版GLS,现代,https://www.dongchedi.com/usedcar/18471800,北京,2021年 , 5.32万公里,1,9.99万,3.65万
宝马5系 2011款 528Li 豪华型,宝马,https://www.dongchedi.com/usedcar/18450249,深圳,2010年 , 23万公里,2,62.56万,4.80万
昂科威 2016款 20T 两驱精英型,别克,https://www.dongchedi.com/usedcar/18450181,苏州,2016年 , 8万公里,0,23.59万,4.68万
迈巴赫S级 2018款 S 450 4MATIC,奔驰,https://www.dongchedi.com/usedcar/18340804,常州,2018年 , 11.50万公里,3,139.88万,62.50万
瑞虎8 2023款 鲲鹏版 290TGDI 自动卓越版,奇瑞,https://www.dongchedi.com/usedcar/18333604,佛山,2023年 , 4.62万公里,0,11.69万,8.11万
奥迪A6L 2023款 改款 45 TFSI quattro 臻选致雅型,奥迪,https://www.dongchedi.com/usedcar/18292058,西安,2023年 , 2.80万公里,0,47.99万,33.38万
RAV4荣放 2015款 2.5L 自动四驱精英版,丰田,https://www.dongchedi.com/usedcar/18243049,哈尔滨,2016年 , 6.19万公里,2,23.98万,7.78万
捷豹XF 2013款 XF 3.0 SC 风华版,捷豹,https://www.dongchedi.com/usedcar/18174464,青岛,2014年 , 8.40万公里,3,63.80万,7.38万
马自达6 2012款 2.0L 自动时尚型,马自达,https://www.dongchedi.com/usedcar/18157185,北京,2013年 , 17.50万公里,0,17.98万,2.10万
马自达6 2014款 2.0L 自动经典型,马自达,https://www.dongchedi.com/usedcar/17834087,金华,2014年 , 6万公里,0,13.98万,3.35万
MG7 2023款 1.5T DCT至美豪华版,名爵,https://www.dongchedi.com/usedcar/17699924,郑州,2023年 , 1.88万公里,0,12.58万,10.28万
阿特兹 2014款 2.0L 蓝天时尚版,马自达,https://www.dongchedi.com/usedcar/17542285,武汉,2014年 , 9万公里,0,17.98万,3.58万
昕锐 2020款 1.5L 自动标准版,斯柯达,https://www.dongchedi.com/usedcar/17448549,呼和浩特,2021年 , 2.19万公里,0,8.79万,5.01万
昂科威 2017款 28T 四驱精英型,别克,https://www.dongchedi.com/usedcar/17438239,东莞,2017年 , 9.50万公里,0,26.99万,5.38万
锐界 2016款 EcoBoost 245 四驱尊锐型 7座,福特,https://www.dongchedi.com/usedcar/18476953,广州,2016年 , 14万公里,0,33.98万,6.88万
迈锐宝 2018款 530T 自动舒适版,雪佛兰,https://www.dongchedi.com/usedcar/18464900,惠州,2018年 , 7.60万公里,0,16.49万,4.68万
奥迪A6L 2011款 2.0 TFSI 自动标准型,奥迪,https://www.dongchedi.com/usedcar/18463499,广州,2012年 , 13.80万公里,2,38.99万,3.10万
凯美瑞 2010款 240G 经典版,丰田,https://www.dongchedi.com/usedcar/18450833,上海,2010年 , 11万公里,0,21.48万,2.58万
宝骏510 2017款 1.5L 手动豪华型,宝骏,https://www.dongchedi.com/usedcar/18449634,广州,2018年 , 11万公里,0,6.98万,1.98万
宝马5系 2014款 525Li 风尚设计套装,宝马,https://www.dongchedi.com/usedcar/18446591,东莞,2013年 , 9万公里,0,49.96万,7.98万
福克斯 2014款 两厢经典 1.8L 自动酷白典藏版,福特,https://www.dongchedi.com/usedcar/18405668,苏州,2014年 , 9.10万公里,0,12.48万,1.50万
君威 2017款 GS 28T 尊贵型,别克,https://www.dongchedi.com/usedcar/18405344,上海,2018年 , 5.80万公里,0,26.98万,7.68万
MINI COUNTRYMAN 2011款 1.6L COOPER Excitement,MINI,https://www.dongchedi.com/usedcar/18371389,北京,2012年 , 14.90万公里,3,32.50万,3.88万
科鲁泽 2023款 1.5L 双离合悦享版,雪佛兰,https://www.dongchedi.com/usedcar/18344433,合肥,2023年 , 3.55万公里,0,10.09万,5.79万
凯美瑞 2021款 2.0G 豪华版,丰田,https://www.dongchedi.com/usedcar/18322695,贵阳,2021年 , 6.40万公里,0,19.98万,12.26万
奔驰B级 2012款 B 180,奔驰,https://www.dongchedi.com/usedcar/18316480,苏州,2014年 , 6.30万公里,0,27.80万,4.48万
星越L 2021款 2.0TD 高功自动四驱尊贵型,吉利汽车,https://www.dongchedi.com/usedcar/18293991,北京,2022年 , 0.59万公里,0,17.52万,14.38万
高尔夫(进口) 2011款 2.0TSI R,大众,https://www.dongchedi.com/usedcar/18257786,沈阳,2014年 , 11万公里,3,39.48万,6.38万
途胜 2013款 2.0L 手动两驱舒适型,现代,https://www.dongchedi.com/usedcar/18132291,青岛,2013年 , 13万公里,3,16.58万,1.28万
宝马5系 2021款 改款 530Li 尊享型 M运动套装,宝马,https://www.dongchedi.com/usedcar/18070866,东莞,2021年 , 7万公里,0,50.19万,30.80万
蒙迪欧 2013款 2.0L GTDi200豪华型,福特,https://www.dongchedi.com/usedcar/17991501,成都,2014年 , 9.40万公里,0,22.28万,3.58万
宝马X1 2014款 sDrive20i 运动设计套装,宝马,https://www.dongchedi.com/usedcar/16832878,东莞,2016年 , 8.10万公里,0,36.80万,5.88万
宝马3系 2018款 320Li 时尚型,宝马,https://www.dongchedi.com/usedcar/18489208,深圳,2018年 , 5.74万公里,0,32.38万,10.66万
途观 2017款 300TSI 自动两驱丝绸之路风尚版,大众,https://www.dongchedi.com/usedcar/18483538,武汉,2018年 , 6.20万公里,1,20.68万,5.95万
起亚K5 2014款 2.0L 自动LUXURY,起亚,https://www.dongchedi.com/usedcar/18476417,苏州,2014年 , 15万公里,0,18.88万,3.08万
马自达6 2013款 2.0L 自动时尚型,马自达,https://www.dongchedi.com/usedcar/18470483,徐州,2014年 , 14万公里,2,14.78万,1.80万
星瑞 2023款 1.5T 昆仑版,吉利汽车,https://www.dongchedi.com/usedcar/18454781,金华,2024年 , 1.80万公里,0,11.47万,8.98万
昂科威 2016款 28T 四驱豪华型,别克,https://www.dongchedi.com/usedcar/18442370,北京,2016年 , 9万公里,0,29.99万,6.18万
奥迪Q5 2013款 40 TFSI 技术型,奥迪,https://www.dongchedi.com/usedcar/18433987,成都,2014年 , 14万公里,1,42.76万,6.98万
红旗H5经典 2019款 30TD 智联御动版,红旗,https://www.dongchedi.com/usedcar/18430461,苏州,2019年 , 5.30万公里,0,19.08万,5.48万
奔驰E级 2021款 改款 E 300 L 时尚型 轿车,奔驰,https://www.dongchedi.com/usedcar/18403936,南京,2021年 , 6.59万公里,1,47.99万,31.57万
星瑞 2024款 2.0T 霄汉版,吉利汽车,https://www.dongchedi.com/usedcar/18392509,沧州,2024年 , 0.84万公里,0,13.87万,10.86万
星越L 2024款 2.0TD 高功自动两驱云起版,吉利汽车,https://www.dongchedi.com/usedcar/18392258,重庆,2024年 , 0.36万公里,0,15.77万,12.98万
世嘉 2016款 经典 三厢 1.6L 手动品尚型,雪铁龙,https://www.dongchedi.com/usedcar/18386808,西安,2016年 , 8.10万公里,1,9.58万,1.58万
迈腾 2012款 1.8TSI 豪华型,大众,https://www.dongchedi.com/usedcar/18381206,上海,2012年 , 9.30万公里,0,23.28万,2.88万
传祺GS3 2023款 影速 270T 劲享版,广汽传祺,https://www.dongchedi.com/usedcar/18341698,贵阳,2024年 , 0.28万公里,0,9.58万,7.88万
领克06 2020款 1.5T 耀Halo,领克,https://www.dongchedi.com/usedcar/18316884,柳州,2021年 , 1.13万公里,0,13.86万,7.98万
速腾 2021款 200TSI DSG舒适智联版,大众,https://www.dongchedi.com/usedcar/18307330,西安,2021年 , 6.70万公里,0,15.09万,8.08万
速腾 2023款 300TSI DSG超越版,大众,https://www.dongchedi.com/usedcar/18284278,郑州,2023年 , 3.50万公里,0,15.89万,9.80万
宝骏510 2017款 1.5L 手动豪华型,宝骏,https://www.dongchedi.com/usedcar/18240199,沈阳,2017年 , 7.65万公里,0,6.98万,2.58万
荣威RX5 2021款 PLUS 300TGI 自动Ali国潮旗舰荣麟版,荣威,https://www.dongchedi.com/usedcar/18221929,苏州,2022年 , 0.70万公里,0,13.28万,6.00万
君威 2019款 20T 精英型 国VI,别克,https://www.dongchedi.com/usedcar/18182372,上海,2019年 , 3万公里,0,18.28万,5.99万
天籁 2008款 2.0L XL舒适版,日产,https://www.dongchedi.com/usedcar/18067693,北京,2010年 , 16万公里,2,19.98万,1.60万
宝马1系 2021款 125i M运动曜夜版,宝马,https://www.dongchedi.com/usedcar/18019564,沈阳,2020年 , 6.33万公里,1,24.68万,11.16万
奥迪A4L 2024款 40 TFSI 时尚动感型,奥迪,https://www.dongchedi.com/usedcar/16681693,菏泽,2024年 , 0.44万公里,1,32.18万,19.89万
奔驰C级 2021款 C 200 L 时尚型运动版,奔驰,https://www.dongchedi.com/usedcar/16554125,合肥,2021年 , 4.49万公里,0,31.98万,17.13万
睿翼 2012款 2.0L 自动豪华版,马自达,https://www.dongchedi.com/usedcar/18492623,苏州,2012年 , 10万公里,0,17.28万,2.18万
天语 SX4 2011款 改款 1.6L 自动运动型,铃木,https://www.dongchedi.com/usedcar/18492202,福州,2011年 , 10万公里,2,11.88万,1.48万
缤瑞 2020款 200T DCT舒适型,吉利汽车,https://www.dongchedi.com/usedcar/18485150,成都,2020年 , 4.10万公里,0,8.88万,2.95万
红旗H5经典 2018款 30TD 型动版,红旗,https://www.dongchedi.com/usedcar/18478691,苏州,2018年 , 5.60万公里,1,14.68万,4.88万
帕拉丁 2008款 2.4L 两驱标准型,日产,https://www.dongchedi.com/usedcar/18475335,深圳,2009年 , 15万公里,0,16.68万,1.38万
起亚K5 2012款 2.0L 自动DLX,起亚,https://www.dongchedi.com/usedcar/18454595,长沙,2012年 , 13万公里,2,18.88万,2.38万
逸动 2021款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,长安,https://www.dongchedi.com/usedcar/18444846,苏州,2020年 , 3.36万公里,0,10.39万,4.30万
逸动 2021款 PLUS 蓝鲸NE 1.4T GDI DCT旗舰型,长安,https://www.dongchedi.com/usedcar/18444846,苏州,2020年 , 3.36万公里,0,10.39万,4.30万
帝豪GS 2018款 优雅版 1.8L 自动领尚型,吉利汽车,https://www.dongchedi.com/usedcar/18442593,厦门,2018年 , 9.10万公里,1,9.28万,2.70万
轩逸 2018款 经典 1.6XE+ 手动领先版,日产,https://www.dongchedi.com/usedcar/18437400,惠州,2018年 , 10.70万公里,0,10.28万,2.98万
哈弗H7 2017款 红标H7 2.0T 自动豪华型,哈弗,https://www.dongchedi.com/usedcar/18414328,上海,2016年 , 7.80万公里,0,16.30万,3.38万
帕萨特 2011款 1.8TSI DSG尊荣版,大众,https://www.dongchedi.com/usedcar/18375261,上海,2012年 , 9.50万公里,0,21.88万,2.75万
荣威i6 MAX 2020款 300TGI 自动爽酷天幕智驾Supreme版,荣威,https://www.dongchedi.com/usedcar/18264464,苏州,2020年 , 4.60万公里,1,12.58万,4.18万
Panamera 2022款 Panamera 行政加长版 2.9T,保时捷,https://www.dongchedi.com/usedcar/18224174,东莞,2022年 , 4万公里,0,113.80万,84.80万
长安UNI-V 2023款 2.0T 领速版,长安,https://www.dongchedi.com/usedcar/18167205,广州,2024年 , 0.96万公里,0,13.99万,10.98万
艾瑞泽8 2023款 高能版 2.0T DCT劲,奇瑞,https://www.dongchedi.com/usedcar/18147695,大连,2023年 , 1.35万公里,0,13.79万,10.26万
高尔夫(进口) 2011款 2.0TSI R,大众,https://www.dongchedi.com/usedcar/18109452,沈阳,2012年 , 8万公里,6,39.48万,6.58万
哈弗F7x 2021款 1.5T 两驱极智科技版,哈弗,https://www.dongchedi.com/usedcar/17977034,银川,2021年 , 3.38万公里,0,13.69万,6.78万
明锐 2018款 TSI280 DSG豪华版,斯柯达,https://www.dongchedi.com/usedcar/17351274,北京,2018年 , 4万公里,1,15.99万,5.98万
天籁 2013款 2.0L XL舒适版,日产,https://www.dongchedi.com/usedcar/14134126,台州,2016年 , 7.65万公里,0,18.58万,5.38万
宝骏730 2014款 1.5L 手动舒适型 7座,宝骏,https://www.dongchedi.com/usedcar/18496785,北京,2015年 , 8万公里,2,7.48万,1.58万
奥迪A6L 2014款 TFSI 标准型,奥迪,https://www.dongchedi.com/usedcar/18478573,成都,2015年 , 8.60万公里,0,40.98万,8.58万
奔驰E级 2022款 改款 E 300 L 豪华型 运动轿车,奔驰,https://www.dongchedi.com/usedcar/18468450,广州,2022年 , 6.80万公里,0,49.47万,32.88万
昂科威 2017款 28T 四驱豪华型,别克,https://www.dongchedi.com/usedcar/18457811,长沙,2016年 , 10万公里,0,29.99万,6.28万
传祺GS8 2022款 领航系列 2.0TGDI 两驱豪华智联版7座,广汽传祺,https://www.dongchedi.com/usedcar/18322578,重庆,2023年 , 1.64万公里,0,18.68万,13.96万
雅阁 2022款 260TURBO 豪华版,本田,https://www.dongchedi.com/usedcar/18317396,佛山,2022年 , 6.60万公里,0,19.28万,12.80万
途观 2016款 280TSI 自动两驱丝绸之路舒适版,大众,https://www.dongchedi.com/usedcar/18306415,东莞,2017年 , 6.50万公里,0,22.08万,5.58万
传祺GS4 2017款 200T G-DCT两驱豪华版,广汽传祺,https://www.dongchedi.com/usedcar/18270376,惠州,2017年 , 11万公里,1,13.68万,2.88万
奥迪A4L 2020款 40 TFSI 时尚动感型,奥迪,https://www.dongchedi.com/usedcar/18231479,深圳,2020年 , 10万公里,0,31.88万,14.60万
哈弗H6 2021款 第二代 2.0GDIT 自动冠军版,哈弗,https://www.dongchedi.com/usedcar/18174374,南宁,2020年 , 5.75万公里,1,12.90万,5.89万
凯迪拉克ATS-L 2014款 25T 舒适型,凯迪拉克,https://www.dongchedi.com/usedcar/18171883,长沙,2014年 , 12万公里,0,28.88万,4.88万
发现 2018款 2.0T SE,路虎,https://www.dongchedi.com/usedcar/18114257,温州,2018年 , 7.10万公里,0,68.80万,25.80万
高尔夫 2021款 280TSI DSG Pro,大众,https://www.dongchedi.com/usedcar/18068755,南京,2021年 , 6.25万公里,1,14.98万,9.96万
五菱征程 2021款 1.5T 手动舒适型,五菱汽车,https://www.dongchedi.com/usedcar/17786834,广州,2023年 , 2.79万公里,0,7.58万,5.98万
MG7 2023款 1.5T DCT至美豪华版,名爵,https://www.dongchedi.com/usedcar/17710228,洛阳,2023年 , 1.82万公里,0,12.58万,10.96万
奔驰E级(进口) 2014款 E 200 轿跑版,奔驰,https://www.dongchedi.com/usedcar/17485140,北京,2015年 , 9万公里,1,53.00万,8.97万
大切诺基(进口) 2008款 3.7L,Jeep,https://www.dongchedi.com/usedcar/17308012,北京,2009年 , 15万公里,1,42.19万,3.68万
桑塔纳 2019款 1.5L 自动舒适版 国VI,大众,https://www.dongchedi.com/usedcar/16744750,石家庄,2021年 , 1.56万公里,0,11.18万,5.58万
蒙迪欧-致胜 2011款 2.0T GTDi200时尚型,福特,https://www.dongchedi.com/usedcar/18489732,北京,2011年 , 13万公里,0,19.98万,1.78万
奔驰GLA 2018款 GLA 220 4MATIC 运动型,奔驰,https://www.dongchedi.com/usedcar/18488243,苏州,2018年 , 6万公里,0,32.48万,9.58万
宝马X1 2021款 sDrive20Li 尊享型,宝马,https://www.dongchedi.com/usedcar/18452041,运城,2021年 , 3.80万公里,0,29.88万,11.28万
翼虎 2013款 2.0L GTDi 四驱运动型,福特,https://www.dongchedi.com/usedcar/18416489,上海,2013年 , 14.30万公里,0,26.28万,2.38万
揽胜运动版 2014款 3.0 V6 SC 锋尚创世版,路虎,https://www.dongchedi.com/usedcar/18407094,深圳,2014年 , 8.50万公里,0,113.80万,19.70万
轩逸 2019款 1.6XE CVT舒适版 国VI,日产,https://www.dongchedi.com/usedcar/18402923,佛山,2020年 , 5.50万公里,0,12.90万,4.88万
别克GL8 2014款 3.0L GT豪华商务豪雅版,别克,https://www.dongchedi.com/usedcar/18338958,武汉,2016年 , 13.30万公里,2,36.99万,6.38万
领航员 2016款 3.5T AWD,林肯,https://www.dongchedi.com/usedcar/18311086,温州,2016年 , 13.10万公里,0,98.88万,16.88万
宝马X5(进口) 2011款 xDrive35i 领先型,宝马,https://www.dongchedi.com/usedcar/18264637,武汉,2011年 , 18.10万公里,2,89.60万,4.40万
红旗H5经典 2019款 30TD 型动版,红旗,https://www.dongchedi.com/usedcar/18493489,成都,2019年 , 3.80万公里,0,14.68万,4.98万
五菱荣光 2015款 1.2L S 基本型CNG,五菱汽车,https://www.dongchedi.com/usedcar/18490068,上海,2015年 , 7万公里,0,4.56万,0.98万
英朗 2021款 改款 典范 1.5L 自动精英型,别克,https://www.dongchedi.com/usedcar/18439010,石家庄,2022年 , 3.50万公里,1,12.59万,5.85万
MG6 2021款 1.5T 自动领潮智装版,名爵,https://www.dongchedi.com/usedcar/18435399,苏州,2021年 , 3.60万公里,0,12.28万,4.68万
奥迪A4L 2012款 2.0 TFSI 自动舒适型,奥迪,https://www.dongchedi.com/usedcar/18430609,上海,2012年 , 9.10万公里,0,32.99万,3.08万
长安欧尚X5 PLUS 2023款 1.5T DCT先锋型律动版,长安欧尚,https://www.dongchedi.com/usedcar/18424257,哈尔滨,2024年 , 1.81万公里,1,9.69万,7.68万
宝马3系 2013款 320Li 风尚设计套装,宝马,https://www.dongchedi.com/usedcar/18417483,东莞,2013年 , 13.50万公里,0,40.50万,5.38万
捷豹XFL 2018款 XFL 2.0T 250PS 豪华版,捷豹,https://www.dongchedi.com/usedcar/18360267,青岛,2018年 , 14.30万公里,1,45.48万,9.86万
捷途X70 2023款 1.5T DCT超越PRO 7座,捷途,https://www.dongchedi.com/usedcar/18296054,哈尔滨,2023年 , 1.70万公里,0,10.09万,7.58万
赛博坦克300 2021款 2.0T 赛博坦克,坦克,https://www.dongchedi.com/usedcar/18190637,武汉,2022年 , 5.78万公里,0,30.80万,21.88万
君威 2019款 20T 精英型 国VI,别克,https://www.dongchedi.com/usedcar/18118628,南京,2019年 , 8.70万公里,1,18.28万,6.98万
MG7 2023款 1.5T DCT至美豪华版,名爵,https://www.dongchedi.com/usedcar/18100639,惠州,2023年 , 1.32万公里,0,12.58万,9.98万
蒙迪欧 2017款 EcoBoost 200 时尚型,福特,https://www.dongchedi.com/usedcar/18100188,大连,2017年 , 5.72万公里,3,20.58万,6.98万
荣威RX8 2018款 30T 智联网两驱旗舰版,荣威,https://www.dongchedi.com/usedcar/18073963,成都,2018年 , 7.10万公里,0,18.38万,5.50万
MINI 2018款 1.5T COOPER 艺术家 五门版,MINI,https://www.dongchedi.com/usedcar/18070586,东莞,2019年 , 4万公里,0,25.58万,10.80万
荣威i5 2023款 1.5L CVT豪华版,荣威,https://www.dongchedi.com/usedcar/17987384,商丘,2025年 , 0.04万公里,0,8.09万,6.41万
卡罗拉 2021款 1.2T S-CVT精英PLUS版,丰田,https://www.dongchedi.com/usedcar/17624160,东莞,2021年 , 5.20万公里,1,12.88万,5.98万
红旗HS7 2021款 3.0T 自动四驱智联旗享版,红旗,https://www.dongchedi.com/usedcar/17554723,南宁,2021年 , 8.82万公里,2,36.98万,12.55万
